9.361058,-17.500031,0.000000,90.000003,2.811209,90.000003,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.370868,-17.699789,0.000000,90.000003,2.811211,90.000003,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.380681,-17.899549,0.000000,89.999996,2.812271,89.999996,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.390475,-18.098991,0.000000,90.000003,2.811751,90.000003,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.400287,-18.298756,0.000000,90.000003,2.989870,90.000003,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.422391,-18.698141,0.000000,89.999996,3.344927,89.999996,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.434680,-18.897758,0.000000,90.000003,3.630732,90.000003,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.446971,-19.097382,0.000000,90.000016,3.523644,90.000016,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.459262,-19.297007,0.000000,89.999996,3.522577,89.999996,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.471549,-19.496630,0.000000,90.000003,3.523119,90.000003,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.483842,-19.696247,0.000000,90.000003,3.523210,90.000003,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.496127,-19.895866,0.000000,89.999996,3.219464,90.000003,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.508422,-20.095499,0.000000,90.000003,3.523543,90.000003,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.520713,-20.295115,0.000000,90.000003,3.523210,90.000003,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.533004,-20.494740,0.000000,90.000003,3.523119,90.000003,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.545293,-20.694359,0.000000,90.000009,3.523425,90.000009,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.557582,-20.893982,0.000000,89.999996,3.522577,89.999996,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.569871,-21.093607,0.000000,89.999996,3.522577,89.999996,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.582164,-21.293232,0.000000,90.000003,3.630732,90.000003,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.594451,-21.492847,0.000000,90.000003,3.630732,90.000003,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.606744,-21.692471,0.000000,90.000016,3.523644,90.000016,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.619031,-21.892096,0.000000,89.999996,3.452150,89.999996,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.631272,-22.090872,0.000000,90.000003,3.463781,90.000003,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.643561,-22.290489,0.000000,90.000009,4.131479,90.000009,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.655852,-22.490108,0.000000,90.000003,3.522893,90.000003,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.668143,-22.689735,0.000000,90.000009,3.377300,90.000009,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.680432,-22.889360,0.000000,89.999996,3.522577,89.999996,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.692721,-23.088985,0.000000,90.000003,3.523119,90.000003,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.705014,-23.288605,0.000000,90.000009,3.523425,90.000009,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.717301,-23.488226,0.000000,90.000009,3.522354,90.000009,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.729594,-23.687849,0.000000,90.000016,3.523644,90.000016,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.741883,-23.887474,0.000000,90.000003,3.630732,90.000003,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.754174,-24.087090,0.000000,90.000009,3.522674,90.000009,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.766461,-24.286713,0.000000,89.999996,3.522577,89.999996,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.778750,-24.486338,0.000000,89.999996,3.522577,89.999996,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.791043,-24.685963,0.000000,90.000003,3.524180,90.000003,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.803332,-24.885582,0.000000,90.000009,3.522354,90.000009,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.815623,-25.085201,0.000000,90.000009,3.523425,90.000009,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.827916,-25.284828,0.000000,90.000009,3.523328,90.000009,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.840203,-25.484446,0.000000,90.000009,3.522674,90.000009,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.852498,-25.684069,0.000000,90.000003,3.524180,90.000003,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.864785,-25.883690,0.000000,90.000009,3.430707,90.000009,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.888068,-26.283012,0.000000,90.000009,3.243189,90.000009,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.899056,-26.482708,0.000000,89.999996,3.149631,89.999996,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.910050,-26.682407,0.000000,90.000003,3.027886,90.000003,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.930329,-27.081890,0.000000,90.000003,2.784692,90.000003,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.939618,-27.281677,0.000000,89.999996,2.661608,89.999996,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.948907,-27.481464,0.000000,90.000009,2.661919,90.000009,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.958196,-27.681246,0.000000,89.999996,2.662446,89.999996,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
9.967481,-27.881023,0.000000,90.000003,2.660919,90.000003,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
