8.705527,-25.399996,0.138793,-0.000000,0.000000,-0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
8.712877,-25.398504,0.138793,-0.000000,0.000000,8.608734,0.038729,0.000000,0,0.000000,0.000000,0.000000,0.000000
8.713227,-25.398430,0.138793,-0.000000,0.000000,9.018668,0.039642,0.000000,0,0.000000,0.000000,0.000000,0.000000
8.713574,-25.398354,0.138793,-0.000000,0.000000,9.428602,0.040529,0.000000,0,0.000000,0.000000,0.000000,0.000000
8.713921,-25.398268,0.138793,-0.000000,0.000000,9.838535,0.041400,0.000000,0,0.000000,0.000000,0.000000,0.000000
8.714265,-25.398180,0.138793,-0.000000,0.000000,10.248470,0.042249,0.000000,0,0.000000,0.000000,0.000000,0.000000
8.714609,-25.398088,0.138793,-0.000000,0.000000,10.658403,0.043084,0.000000,0,0.000000,0.000000,0.000000,0.000000
8.714950,-25.397989,0.138793,-0.000000,0.000000,11.068222,0.043899,0.000000,0,0.000000,0.000000,0.000000,0.000000
8.715290,-25.397886,0.138793,-0.000000,0.000000,11.478271,0.044702,0.000000,0,0.000000,0.000000,0.000000,0.000000
8.715629,-25.397779,0.138793,-0.000000,0.000000,11.888205,0.045490,0.000000,0,0.000000,0.000000,0.000000,0.000000
8.715966,-25.397667,0.138793,-0.000000,0.000000,12.298139,0.046265,0.000000,0,0.000000,0.000000,0.000000,0.000000
8.716302,-25.397551,0.138793,-0.000000,0.000000,12.708074,0.047027,0.000000,0,0.000000,0.000000,0.000000,0.000000
8.716636,-25.397427,0.138793,-0.000000,0.000000,13.118007,0.047778,0.000000,0,0.000000,0.000000,0.000000,0.000000
8.716968,-25.397301,0.138793,-0.000000,0.000000,13.527943,0.048515,0.000000,0,0.000000,0.000000,0.000000,0.000000
8.717299,-25.397167,0.138793,-0.000000,0.000000,13.937874,0.049247,0.000000,0,0.000000,0.000000,0.000000,0.000000
8.717628,-25.397032,0.138793,-0.000000,0.000000,14.347960,0.049964,0.000000,0,0.000000,0.000000,0.000000,0.000000
8.722233,-25.395081,0.138793,-0.000000,0.000000,20.087076,0.059132,0.000000,0,0.000000,0.000000,0.000000,0.000000
8.722560,-25.394939,0.138793,-0.000000,0.000000,20.497008,0.059731,0.000000,0,0.000000,0.000000,0.000000,0.000000
8.722886,-25.394793,0.138793,-0.000000,0.000000,20.906941,0.060327,0.000000,0,0.000000,0.000000,0.000000,0.000000
8.723208,-25.394642,0.138793,-0.000000,0.000000,21.316877,0.060914,0.000000,0,0.000000,0.000000,0.000000,0.000000
8.723529,-25.394487,0.138793,-0.000000,0.000000,21.726813,0.061495,0.000000,0,0.000000,0.000000,0.000000,0.000000
8.723846,-25.394329,0.138793,-0.000000,0.000000,22.136746,0.062070,0.000000,0,0.000000,0.000000,0.000000,0.000000
8.724162,-25.394165,0.138793,-0.000000,0.000000,22.546562,0.062640,0.000000,0,0.000000,0.000000,0.000000,0.000000
8.724475,-25.393995,0.138793,-0.000000,0.000000,22.956614,0.063206,0.000000,0,0.000000,0.000000,0.000000,0.000000
8.724785,-25.393824,0.138793,-0.000000,0.000000,23.366550,0.063764,0.000000,0,0.000000,0.000000,0.000000,0.000000
8.725094,-25.393646,0.138793,-0.000000,0.000000,23.776483,0.064320,0.000000,0,0.000000,0.000000,0.000000,0.000000
8.725399,-25.393465,0.138793,-0.000000,0.000000,24.186419,0.064870,0.000000,0,0.000000,0.000000,0.000000,0.000000
8.725702,-25.393278,0.138793,-0.000000,0.000000,24.596136,0.065417,0.000000,0,0.000000,0.000000,0.000000,0.000000
8.726003,-25.393087,0.138793,-0.000000,0.000000,25.006284,0.065958,0.000000,0,0.000000,0.000000,0.000000,0.000000
8.726301,-25.392893,0.138793,-0.000000,0.000000,25.415964,0.066496,0.000000,0,0.000000,0.000000,0.000000,0.000000
8.726597,-25.392693,0.138793,-0.000000,0.000000,25.826333,0.067031,0.000000,0,0.000000,0.000000,0.000000,0.000000
8.730721,-25.389864,0.138793,-0.000000,0.000000,31.565313,0.074117,0.000000,0,0.000000,0.000000,0.000000,0.000000
8.731013,-25.389660,0.138793,-0.000000,0.000000,31.975261,0.074597,0.000000,0,0.000000,0.000000,0.000000,0.000000
8.731303,-25.389452,0.138793,-0.000000,0.000000,32.385216,0.075073,0.000000,0,0.000000,0.000000,0.000000,0.000000
8.731590,-25.389240,0.138793,-0.000000,0.000000,32.795116,0.075547,0.000000,0,0.000000,0.000000,0.000000,0.000000
8.731873,-25.389025,0.138793,-0.000000,0.000000,33.205047,0.076016,0.000000,0,0.000000,0.000000,0.000000,0.000000
8.732152,-25.388805,0.138793,-0.000000,0.000000,33.614981,0.076482,0.000000,0,0.000000,0.000000,0.000000,0.000000
8.732429,-25.388582,0.138793,-0.000000,0.000000,34.024919,0.076945,0.000000,0,0.000000,0.000000,0.000000,0.000000
8.732702,-25.388355,0.138793,-0.000000,0.000000,34.434979,0.077406,0.000000,0,0.000000,0.000000,0.000000,0.000000
8.732972,-25.388124,0.138793,-0.000000,0.000000,34.844787,0.077863,0.000000,0,0.000000,0.000000,0.000000,0.000000
8.733239,-25.387888,0.138793,-0.000000,0.000000,35.254715,0.078320,0.000000,0,0.000000,0.000000,0.000000,0.000000
8.733501,-25.387650,0.138793,-0.000000,0.000000,35.664847,0.078771,0.000000,0,0.000000,0.000000,0.000000,0.000000
